variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file
Full SA-MCGS (locked main),full-sa-mcgs-locked,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.55,9,,,,441.9958658218384,18,29,5,1,45,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/36_cuad20_scc_28_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.75,5,60,63,277570,229.56232595443726,19,0,0,42,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/36_cuad20_scc_28_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.55,9,60,62,284616,197.0431318283081,0,29,7,9,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/36_cuad20_scc_28_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,36_cuad20_scc_28_condition_trigger,36,cuad,scc_28,20,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,False,0.55,9,60,66,289756,229.77579593658447,0,28,5,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/36_cuad20_scc_28_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.55,9,,,,326.5590741634369,18,23,8,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/37_cuad20_scc_28_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.7,6,60,61,271655,188.3040108680725,19,0,0,38,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/37_cuad20_scc_28_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.55,9,60,63,289811,210.56378388404846,0,33,3,5,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/37_cuad20_scc_28_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,37_cuad20_scc_28_handoff_invariant,37,cuad,scc_28,20,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.55,9,60,63,271136,224.59665298461914,0,31,3,10,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/37_cuad20_scc_28_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.55,9,,,,453.64094614982605,18,21,8,1,13,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/38_cuad20_scc_28_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,False,False,False,0.85,3,60,65,287496,331.40913701057434,19,0,0,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/38_cuad20_scc_28_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,False,True,True,0.55,9,60,61,275135,184.32463192939758,0,32,4,8,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/38_cuad20_scc_28_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,True,False,False,0.55,9,60,62,264680,261.01850295066833,0,27,7,4,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/38_cuad20_scc_28_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,9,,,,199.3287181854248,18,20,11,7,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.7272727272727273,3,60,60,118302,191.4739010334015,19,0,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5454545454545454,5,60,60,116078,215.88295078277588,0,31,1,1,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,11,sec_handoff_invariant_control_basis_critical,False,True,True,False,0.5454545454545454,5,60,60,113012,115.97684001922607,0,30,4,10,39,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,18,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,9,,,,189.38780784606934,18,21,6,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/40_sec_ex2118_scc_7_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5833333333333333,5,60,60,100720,116.92543935775757,19,0,0,4,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/40_sec_ex2118_scc_7_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,59,59,93371,115.29314279556274,0,19,1,2,12,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/40_sec_ex2118_scc_7_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,60,60,93441,113.23797130584717,0,21,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/40_sec_ex2118_scc_7_temporal_gate__random-local-window-selection.json
