original_path	archived_path	reason
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_convergence_long_real_gpt4o_b100_20260514_1778724052.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_convergence_long_real_gpt4o_b100_20260514_1778724052.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_convergence_long_real_gpt4o_b100_20260514_1778724052.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_convergence_long_real_gpt4o_b100_20260514_1778724052.partial.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_evidence_matrix_smoke_20260514_1778741902.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_evidence_matrix_smoke_20260514_1778741902.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_evidence_matrix_smoke_20260514_1778741902.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_evidence_matrix_smoke_20260514_1778741902.partial.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_local_subgraph_debian_pilot_20260514_1778717888.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_local_subgraph_debian_pilot_20260514_1778717888.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_local_subgraph_debian_pilot_20260514_1778717888.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_handoff_invariant_rankednaive_samcgsonly_local_subgraph_debian_pilot_20260514_1778717888.partial.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_12_1778659198144_1778659259.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_12_1778659198144_1778659259.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_16_1778659221982_1778659284.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_16_1778659221982_1778659284.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_24_1778659243623_1778659323.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_24_1778659243623_1778659323.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_5_1778659198137_1778659231.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_5_1778659198137_1778659231.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_8_1778659198141_1778659243.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_deepseek-v3_8_1778659198141_1778659243.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_12_1778659198142_1778659275.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_12_1778659198142_1778659275.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_16_1778659207450_1778659244.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_16_1778659207450_1778659244.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_24_1778659232019_1778659279.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_24_1778659232019_1778659279.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_5_1778659198135_1778659207.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_5_1778659198135_1778659207.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_8_1778659198138_1778659221.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_debian_gpt-4o_8_1778659198138_1778659221.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_12_1778659385616_1778659446.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_12_1778659385616_1778659446.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_16_1778659407763_1778659487.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_16_1778659407763_1778659487.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_24_1778659422516_1778659525.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_24_1778659422516_1778659525.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_5_1778659346931_1778659382.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_5_1778659346931_1778659382.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_8_1778659380006_1778659427.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_deepseek-v3_8_1778659380006_1778659427.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_12_1778659382236_1778659420.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_12_1778659382236_1778659420.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_16_1778659401964_1778659422.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_16_1778659401964_1778659422.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_24_1778659420429_1778659496.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_24_1778659420429_1778659496.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_5_1778659345981_1778659379.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_5_1778659345981_1778659379.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_8_1778659375679_1778659401.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_sec_ex21_gpt-4o_8_1778659375679_1778659401.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_12_1778659284825_1778659346.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_12_1778659284825_1778659346.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_16_1778659323460_1778659407.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_16_1778659323460_1778659407.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_24_1778659345403_1778659454.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_24_1778659345403_1778659454.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_5_1778659259271_1778659294.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_5_1778659259271_1778659294.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_8_1778659276014_1778659345.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_deepseek-v3_8_1778659276014_1778659345.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_12_1778659280065_1778659323.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_12_1778659280065_1778659323.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_16_1778659294472_1778659375.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_16_1778659294472_1778659375.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_24_1778659323561_1778659385.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_24_1778659323561_1778659385.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_5_1778659244211_1778659275.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_5_1778659244211_1778659275.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_8_1778659276012_1778659345.json	experiments/cross_domain/results/_soft_deleted_20260517/old_ranked_naive/battle_inject_memory_stress_temporal_gate_rankednaive_naiveonly_temporal_gate_wikipedia_gpt-4o_8_1778659276012_1778659345.json	old ranked-naive / naive-only calibration; superseded by direct-subgraph baseline
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian11_condition_trigger_critical_b60_1778865927.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian11_condition_trigger_critical_b60_1778865927.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian12_condition_trigger_critical_b60_1778865927.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian12_condition_trigger_critical_b60_1778865927.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian11_direct_mutex_critical_b60_1778865927.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian11_direct_mutex_critical_b60_1778865927.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian12_direct_mutex_critical_b60_1778865927.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian12_direct_mutex_critical_b60_1778865927.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_sec_ex219_direct_mutex_critical_b60_1778865935.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_sec_ex219_direct_mutex_critical_b60_1778865935.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian11_handoff_invariant_critical_b60_1778865927.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian11_handoff_invariant_critical_b60_1778865927.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian12_handoff_invariant_critical_b60_1778865927.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian12_handoff_invariant_critical_b60_1778865927.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_sec_ex219_handoff_invariant_critical_b60_1778865935.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_sec_ex219_handoff_invariant_critical_b60_1778865935.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian11_temporal_gate_critical_b60_1778865927.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian11_temporal_gate_critical_b60_1778865927.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian12_temporal_gate_critical_b60_1778865927.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_paper_v2_b60_dry_debian12_temporal_gate_critical_b60_1778865927.partial.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/critical_paper_v2_b60_dry_severity_grid_status.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/critical_paper_v2_b60_dry_severity_grid_status.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/critical_paper_v2_b60_launcher.log	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/critical_paper_v2_b60_launcher.log	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/critical_paper_v2_b60_severity_grid_status.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/critical_paper_v2_b60_severity_grid_status.json	critical_paper_v2 dry/superseded run; replaced by v3/final plan
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_condition_trigger_critical_b60_1778860356.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_condition_trigger_critical_b60_1778860356.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_condition_trigger_critical_b60_1778860356.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_condition_trigger_critical_b60_1778860356.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_condition_trigger_critical_b60_1778860504.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_condition_trigger_critical_b60_1778860504.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_condition_trigger_critical_b60_1778860504.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_condition_trigger_critical_b60_1778860504.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_condition_trigger_critical_b60_1778859478.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_condition_trigger_critical_b60_1778859478.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_condition_trigger_critical_b60_1778859478.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_condition_trigger_critical_b60_1778859478.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_condition_trigger_critical_b60_1778859478.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_condition_trigger_critical_b60_1778859478.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_condition_trigger_critical_b60_1778859478.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_condition_trigger_critical_b60_1778859478.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_direct_mutex_critical_b60_1778860218.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_direct_mutex_critical_b60_1778860218.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_direct_mutex_critical_b60_1778860218.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_direct_mutex_critical_b60_1778860218.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_direct_mutex_critical_b60_1778860368.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_direct_mutex_critical_b60_1778860368.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_direct_mutex_critical_b60_1778860368.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb25_direct_mutex_critical_b60_1778860368.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_direct_mutex_critical_b60_1778859478.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_direct_mutex_critical_b60_1778859478.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_direct_mutex_critical_b60_1778859478.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad18_direct_mutex_critical_b60_1778859478.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_direct_mutex_critical_b60_1778859478.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_direct_mutex_critical_b60_1778859478.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_direct_mutex_critical_b60_1778859478.partial.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_cuad25_direct_mutex_critical_b60_1778859478.partial.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_handoff_invariant_critical_b60_1778860253.json	experiments/cross_domain/results/_soft_deleted_20260517/superseded_runs/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_criticalledger_v2_b60_bgb11_handoff_invariant_critical_b60_1778860253.json	criticalledger_v2 intermediate run; replaced by later compression/core experiments
