variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file
Full SA-MCGS (locked main),full-sa-mcgs-locked,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5454545454545454,5,,,,150.96577501296997,18,8,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/16_debian11_scc_23_direct_mutex__full-sa-mcgs-locked.json
Monotone core,monotone-core,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.7272727272727273,3,49,49,110534,95.00135207176208,19,12,0,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/16_debian11_scc_23_direct_mutex__monotone-core.json
No OC/core signal,no-oc-core-signal,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5454545454545454,5,48,48,110454,108.44545292854309,19,7,0,2,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/16_debian11_scc_23_direct_mutex__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5454545454545454,5,49,49,115283,109.64921307563782,19,9,0,1,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/16_debian11_scc_23_direct_mutex__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,,,,173.62228989601135,18,12,2,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/17_sec_ex2111_scc_3_direct_mutex__full-sa-mcgs-locked.json
Monotone core,monotone-core,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,9,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.7777777777777778,2,55,55,82546,98.51642990112305,19,7,0,1,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/17_sec_ex2111_scc_3_direct_mutex__monotone-core.json
No OC/core signal,no-oc-core-signal,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,9,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.4444444444444444,5,58,58,87066,98.62916874885559,19,8,0,2,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/17_sec_ex2111_scc_3_direct_mutex__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,9,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.4444444444444444,5,58,58,88341,105.91195917129517,19,8,0,1,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/17_sec_ex2111_scc_3_direct_mutex__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.5,5,,,,153.81014728546143,18,8,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/18_sec_ex2110_scc_7_direct_mutex__full-sa-mcgs-locked.json
Monotone core,monotone-core,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.8,2,57,57,84469,115.71056699752808,19,8,0,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/18_sec_ex2110_scc_7_direct_mutex__monotone-core.json
No OC/core signal,no-oc-core-signal,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.5,5,60,60,91607,108.40498876571655,19,8,0,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/18_sec_ex2110_scc_7_direct_mutex__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5,5,60,60,90274,103.72608804702759,19,8,0,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/18_sec_ex2110_scc_7_direct_mutex__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.4444444444444444,5,,,,320.4360809326172,18,13,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/19_bgb9_scc_7_direct_mutex__full-sa-mcgs-locked.json
Monotone core,monotone-core,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,False,0.6666666666666667,3,54,54,186223,149.50160789489746,19,14,1,4,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/19_bgb9_scc_7_direct_mutex__monotone-core.json
No OC/core signal,no-oc-core-signal,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.4444444444444444,5,60,60,208574,148.59301018714905,19,12,1,1,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/19_bgb9_scc_7_direct_mutex__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.4444444444444444,5,59,59,206282,151.82368516921997,19,11,2,3,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/19_bgb9_scc_7_direct_mutex__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,9,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.4444444444444444,5,,,,144.61453700065613,18,9,1,2,17,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/20_sec_ex219_scc_5_direct_mutex__full-sa-mcgs-locked.json
Monotone core,monotone-core,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.7272727272727273,3,55,55,86092,110.20355701446533,19,17,1,2,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/20_sec_ex219_scc_5_direct_mutex__monotone-core.json
No OC/core signal,no-oc-core-signal,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,58,58,90695,103.13207983970642,19,14,1,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/20_sec_ex219_scc_5_direct_mutex__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,57,57,88797,103.61234998703003,19,18,0,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/20_sec_ex219_scc_5_direct_mutex__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,21_cuad34_scc_11_condition_trigger,21,cuad,scc_11,34,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5294117647058824,16,,,,270.9233169555664,18,13,22,8,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/21_cuad34_scc_11_condition_trigger__full-sa-mcgs-locked.json
Monotone core,monotone-core,21_cuad34_scc_11_condition_trigger,21,cuad,scc_11,34,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5588235294117647,15,55,62,253797,253.14171886444092,19,12,27,59,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/21_cuad34_scc_11_condition_trigger__monotone-core.json
No OC/core signal,no-oc-core-signal,21_cuad34_scc_11_condition_trigger,21,cuad,scc_11,34,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5588235294117647,15,57,65,268274,259.3145430088043,19,13,17,8,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/21_cuad34_scc_11_condition_trigger__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,21_cuad34_scc_11_condition_trigger,21,cuad,scc_11,34,cuad_condition_trigger_unconfirmed_exception_critical,False,True,False,False,0.7058823529411764,10,56,61,249771,227.02552890777588,19,8,26,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/21_cuad34_scc_11_condition_trigger__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,22_cuad34_scc_11_handoff_invariant,22,cuad,scc_11,34,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5294117647058824,16,,,,333.6160891056061,18,12,21,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/22_cuad34_scc_11_handoff_invariant__full-sa-mcgs-locked.json
Monotone core,monotone-core,22_cuad34_scc_11_handoff_invariant,22,cuad,scc_11,34,cuad_handoff_invariant_payment_status_critical,False,True,False,False,0.9411764705882353,2,55,63,252315,271.31101965904236,19,13,20,22,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/22_cuad34_scc_11_handoff_invariant__monotone-core.json
No OC/core signal,no-oc-core-signal,22_cuad34_scc_11_handoff_invariant,22,cuad,scc_11,34,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5294117647058824,16,57,59,240667,200.21976399421692,19,19,19,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/22_cuad34_scc_11_handoff_invariant__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,22_cuad34_scc_11_handoff_invariant,22,cuad,scc_11,34,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.5294117647058824,16,57,61,250204,243.4845471382141,19,14,21,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/22_cuad34_scc_11_handoff_invariant__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,23_cuad34_scc_11_temporal_gate,23,cuad,scc_11,34,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5294117647058824,16,,,,236.6475830078125,18,17,17,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/23_cuad34_scc_11_temporal_gate__full-sa-mcgs-locked.json
Monotone core,monotone-core,23_cuad34_scc_11_temporal_gate,23,cuad,scc_11,34,cuad_temporal_notice_receipt_gate_critical,False,True,False,False,0.9411764705882353,2,57,58,239579,209.9533519744873,19,12,33,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/23_cuad34_scc_11_temporal_gate__monotone-core.json
No OC/core signal,no-oc-core-signal,23_cuad34_scc_11_temporal_gate,23,cuad,scc_11,34,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5294117647058824,16,54,60,247577,261.0441861152649,19,14,21,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/23_cuad34_scc_11_temporal_gate__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,23_cuad34_scc_11_temporal_gate,23,cuad,scc_11,34,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5882352941176471,14,54,57,229035,217.7409770488739,19,10,26,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/23_cuad34_scc_11_temporal_gate__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,24_cuad28_scc_39_condition_trigger,24,cuad,scc_39,28,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.5357142857142857,13,,,,280.2105121612549,18,23,13,5,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/24_cuad28_scc_39_condition_trigger__full-sa-mcgs-locked.json
Monotone core,monotone-core,24_cuad28_scc_39_condition_trigger,24,cuad,scc_39,28,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.8214285714285714,5,60,63,233149,217.43500304222107,19,22,24,7,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/24_cuad28_scc_39_condition_trigger__monotone-core.json
No OC/core signal,no-oc-core-signal,24_cuad28_scc_39_condition_trigger,24,cuad,scc_39,28,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.5357142857142857,13,60,63,238011,205.5631721019745,19,26,8,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/24_cuad28_scc_39_condition_trigger__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,24_cuad28_scc_39_condition_trigger,24,cuad,scc_39,28,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5357142857142857,13,60,61,219742,193.57885313034058,19,17,22,9,53,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/24_cuad28_scc_39_condition_trigger__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,25_cuad28_scc_39_handoff_invariant,25,cuad,scc_39,28,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5357142857142857,13,,,,270.2318608760834,18,22,18,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/25_cuad28_scc_39_handoff_invariant__full-sa-mcgs-locked.json
Monotone core,monotone-core,25_cuad28_scc_39_handoff_invariant,25,cuad,scc_39,28,cuad_handoff_invariant_payment_status_critical,False,False,True,False,0.7857142857142857,6,60,63,236028,219.2630751132965,19,24,19,29,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/25_cuad28_scc_39_handoff_invariant__monotone-core.json
No OC/core signal,no-oc-core-signal,25_cuad28_scc_39_handoff_invariant,25,cuad,scc_39,28,cuad_handoff_invariant_payment_status_critical,False,False,True,True,0.5357142857142857,13,58,60,220439,192.86688494682312,19,22,13,16,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/25_cuad28_scc_39_handoff_invariant__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,25_cuad28_scc_39_handoff_invariant,25,cuad,scc_39,28,cuad_handoff_invariant_payment_status_critical,False,False,True,False,0.5357142857142857,13,57,59,219960,189.48231983184814,19,23,17,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/25_cuad28_scc_39_handoff_invariant__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,26_cuad28_scc_39_temporal_gate,26,cuad,scc_39,28,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5357142857142857,13,,,,207.99131202697754,18,22,14,5,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/26_cuad28_scc_39_temporal_gate__full-sa-mcgs-locked.json
Monotone core,monotone-core,26_cuad28_scc_39_temporal_gate,26,cuad,scc_39,28,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.9285714285714286,2,60,64,234580,209.315367937088,19,21,15,11,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/26_cuad28_scc_39_temporal_gate__monotone-core.json
No OC/core signal,no-oc-core-signal,26_cuad28_scc_39_temporal_gate,26,cuad,scc_39,28,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5357142857142857,13,57,60,228612,205.1879391670227,19,21,20,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/26_cuad28_scc_39_temporal_gate__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,26_cuad28_scc_39_temporal_gate,26,cuad,scc_39,28,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5357142857142857,13,55,56,201828,174.1158332824707,19,21,17,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/26_cuad28_scc_39_temporal_gate__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,27_bgb25_scc_3_condition_trigger,27,bgb,scc_3,25,bgb_condition_trigger_pending_notice_critical,False,False,True,False,0.52,12,,,,191.78118419647217,18,25,6,3,13,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/27_bgb25_scc_3_condition_trigger__full-sa-mcgs-locked.json
Monotone core,monotone-core,27_bgb25_scc_3_condition_trigger,27,bgb,scc_3,25,bgb_condition_trigger_pending_notice_critical,False,True,False,False,0.88,3,57,60,220768,463.7204210758209,19,23,4,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/27_bgb25_scc_3_condition_trigger__monotone-core.json
No OC/core signal,no-oc-core-signal,27_bgb25_scc_3_condition_trigger,27,bgb,scc_3,25,bgb_condition_trigger_pending_notice_critical,False,True,True,True,0.52,12,58,58,208952,125.6500198841095,19,25,8,5,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/27_bgb25_scc_3_condition_trigger__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,27_bgb25_scc_3_condition_trigger,27,bgb,scc_3,25,bgb_condition_trigger_pending_notice_critical,False,False,False,False,0.52,12,57,58,208220,139.6937849521637,19,25,8,7,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/27_bgb25_scc_3_condition_trigger__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,28_bgb25_scc_3_handoff_invariant,28,bgb,scc_3,25,bgb_handoff_invariant_cure_class_critical,False,True,True,False,0.52,12,,,,272.30370688438416,18,23,8,4,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/28_bgb25_scc_3_handoff_invariant__full-sa-mcgs-locked.json
Monotone core,monotone-core,28_bgb25_scc_3_handoff_invariant,28,bgb,scc_3,25,bgb_handoff_invariant_cure_class_critical,False,False,True,False,0.52,12,60,60,230301,144.13543105125427,19,27,4,32,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/28_bgb25_scc_3_handoff_invariant__monotone-core.json
No OC/core signal,no-oc-core-signal,28_bgb25_scc_3_handoff_invariant,28,bgb,scc_3,25,bgb_handoff_invariant_cure_class_critical,False,True,True,False,0.52,12,60,60,227780,137.42654585838318,19,24,7,59,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/28_bgb25_scc_3_handoff_invariant__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,28_bgb25_scc_3_handoff_invariant,28,bgb,scc_3,25,bgb_handoff_invariant_cure_class_critical,False,True,True,False,0.52,12,55,55,194450,143.60670709609985,19,22,9,23,49,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/28_bgb25_scc_3_handoff_invariant__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,29_bgb25_scc_3_temporal_gate,29,bgb,scc_3,25,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.52,12,,,,253.14490604400635,18,33,1,2,15,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/29_bgb25_scc_3_temporal_gate__full-sa-mcgs-locked.json
Monotone core,monotone-core,29_bgb25_scc_3_temporal_gate,29,bgb,scc_3,25,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.64,9,60,60,219249,148.9732003211975,19,22,6,21,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/29_bgb25_scc_3_temporal_gate__monotone-core.json
No OC/core signal,no-oc-core-signal,29_bgb25_scc_3_temporal_gate,29,bgb,scc_3,25,bgb_temporal_grace_period_gate_critical,False,True,True,False,0.52,12,60,60,216342,142.8491621017456,19,26,4,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/29_bgb25_scc_3_temporal_gate__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,29_bgb25_scc_3_temporal_gate,29,bgb,scc_3,25,bgb_temporal_grace_period_gate_critical,False,True,True,False,0.52,12,58,59,230902,165.34102702140808,19,24,9,38,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/29_bgb25_scc_3_temporal_gate__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,30_cuad25_scc_17_condition_trigger,30,cuad,scc_17,25,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.52,12,,,,382.6533818244934,18,23,9,5,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/30_cuad25_scc_17_condition_trigger__full-sa-mcgs-locked.json
Monotone core,monotone-core,30_cuad25_scc_17_condition_trigger,30,cuad,scc_17,25,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.8,5,60,64,286766,221.5214967727661,19,21,14,4,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/30_cuad25_scc_17_condition_trigger__monotone-core.json
No OC/core signal,no-oc-core-signal,30_cuad25_scc_17_condition_trigger,30,cuad,scc_17,25,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.52,12,58,69,313681,303.4524779319763,19,24,11,2,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/30_cuad25_scc_17_condition_trigger__no-oc-core-signal.json
No pair closure in final core,no-pair-closure-final-core,30_cuad25_scc_17_condition_trigger,30,cuad,scc_17,25,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.52,12,60,67,282611,257.78453397750854,19,20,16,2,44,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/30_cuad25_scc_17_condition_trigger__no-pair-closure-final-core.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,31_cuad25_scc_17_handoff_invariant,31,cuad,scc_17,25,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.52,12,,,,371.7752249240875,18,21,12,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage2_dynamic_gpt4o_b60_ic4_cc4_20260711_main40/results/31_cuad25_scc_17_handoff_invariant__full-sa-mcgs-locked.json
