variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file,subset,canonical_scc_size,canonical_scc_size_bin,canonical_domain,canonical_scc_id,canonical_template,canonical_case_order
No relation-first memory,no-relation-first-memory,13_debian12_scc_8_direct_mutex,13,debian,scc_8,12,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5,6,56,56,133919,117.61496210098267,0,15,2,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/13_debian12_scc_8_direct_mutex__no-relation-first-memory.json,main20,12,medium (12-18),debian,scc_8,debian_direct_legacy_vs_new_abi_critical,13
Random local-window selection,random-local-window-selection,13_debian12_scc_8_direct_mutex,13,debian,scc_8,12,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5,6,54,54,124876,108.79228329658508,0,13,4,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/13_debian12_scc_8_direct_mutex__random-local-window-selection.json,main20,12,medium (12-18),debian,scc_8,debian_direct_legacy_vs_new_abi_critical,13
Full SA-MCGS (locked main),full-sa-mcgs-locked,14_sec_ex2112_scc_2_direct_mutex,14,sec_ex21,scc_2,12,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5,6,,,,168.7341821193695,18,17,1,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/14_sec_ex2112_scc_2_direct_mutex__full-sa-mcgs-locked.json,main20,12,medium (12-18),sec_ex21,scc_2,sec_direct_full_consolidation_vs_retained_interest_critical,14
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,14_sec_ex2112_scc_2_direct_mutex,14,sec_ex21,scc_2,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.7272727272727273,3,57,57,84833,104.64638900756836,19,0,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/14_sec_ex2112_scc_2_direct_mutex__no-critical-pair-ledger-revisit.json,main20,12,medium (12-18),sec_ex21,scc_2,sec_direct_full_consolidation_vs_retained_interest_critical,14
No relation-first memory,no-relation-first-memory,14_sec_ex2112_scc_2_direct_mutex,14,sec_ex21,scc_2,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.5454545454545454,5,55,55,83232,106.2915289402008,0,12,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/14_sec_ex2112_scc_2_direct_mutex__no-relation-first-memory.json,main20,12,medium (12-18),sec_ex21,scc_2,sec_direct_full_consolidation_vs_retained_interest_critical,14
Random local-window selection,random-local-window-selection,14_sec_ex2112_scc_2_direct_mutex,14,sec_ex21,scc_2,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.5454545454545454,5,51,51,72927,111.69027590751648,0,13,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/14_sec_ex2112_scc_2_direct_mutex__random-local-window-selection.json,main20,12,medium (12-18),sec_ex21,scc_2,sec_direct_full_consolidation_vs_retained_interest_critical,14
Full SA-MCGS (locked main),full-sa-mcgs-locked,15_bgb11_scc_0_direct_mutex,15,bgb,scc_0,11,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.5454545454545454,5,,,,191.06909799575806,18,16,2,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/15_bgb11_scc_0_direct_mutex__full-sa-mcgs-locked.json,main20,11,small (9-11),bgb,scc_0,bgb_direct_timely_cure_vs_extra_charge_critical,15
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,15_bgb11_scc_0_direct_mutex,15,bgb,scc_0,11,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,False,0.5454545454545454,5,55,55,138566,132.07963109016418,19,0,0,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/15_bgb11_scc_0_direct_mutex__no-critical-pair-ledger-revisit.json,main20,11,small (9-11),bgb,scc_0,bgb_direct_timely_cure_vs_extra_charge_critical,15
No relation-first memory,no-relation-first-memory,15_bgb11_scc_0_direct_mutex,15,bgb,scc_0,11,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.5454545454545454,5,57,57,140976,140.1793122291565,0,19,4,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/15_bgb11_scc_0_direct_mutex__no-relation-first-memory.json,main20,11,small (9-11),bgb,scc_0,bgb_direct_timely_cure_vs_extra_charge_critical,15
Random local-window selection,random-local-window-selection,15_bgb11_scc_0_direct_mutex,15,bgb,scc_0,11,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.5454545454545454,5,59,59,149667,132.78864884376526,0,19,2,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/15_bgb11_scc_0_direct_mutex__random-local-window-selection.json,main20,11,small (9-11),bgb,scc_0,bgb_direct_timely_cure_vs_extra_charge_critical,15
Full SA-MCGS (locked main),full-sa-mcgs-locked,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5454545454545454,5,,,,150.96577501296997,18,8,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/16_debian11_scc_23_direct_mutex__full-sa-mcgs-locked.json,main20,11,small (9-11),debian,scc_23,debian_direct_legacy_vs_new_abi_critical,16
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.7272727272727273,3,44,44,100722,114.67960810661316,19,0,0,1,27,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/16_debian11_scc_23_direct_mutex__no-critical-pair-ledger-revisit.json,main20,11,small (9-11),debian,scc_23,debian_direct_legacy_vs_new_abi_critical,16
No relation-first memory,no-relation-first-memory,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5454545454545454,5,43,43,93035,111.50340127944946,0,9,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/16_debian11_scc_23_direct_mutex__no-relation-first-memory.json,main20,11,small (9-11),debian,scc_23,debian_direct_legacy_vs_new_abi_critical,16
Random local-window selection,random-local-window-selection,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5454545454545454,5,52,52,117650,108.1952257156372,0,11,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/16_debian11_scc_23_direct_mutex__random-local-window-selection.json,main20,11,small (9-11),debian,scc_23,debian_direct_legacy_vs_new_abi_critical,16
Full SA-MCGS (locked main),full-sa-mcgs-locked,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,,,,173.62228989601135,18,12,2,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/17_sec_ex2111_scc_3_direct_mutex__full-sa-mcgs-locked.json,main20,11,small (9-11),sec_ex21,scc_3,sec_direct_full_consolidation_vs_retained_interest_critical,17
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.7,3,60,60,90063,103.3325879573822,19,0,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/17_sec_ex2111_scc_3_direct_mutex__no-critical-pair-ledger-revisit.json,main20,11,small (9-11),sec_ex21,scc_3,sec_direct_full_consolidation_vs_retained_interest_critical,17
No relation-first memory,no-relation-first-memory,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5,5,57,57,85067,108.24103307723999,0,9,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/17_sec_ex2111_scc_3_direct_mutex__no-relation-first-memory.json,main20,11,small (9-11),sec_ex21,scc_3,sec_direct_full_consolidation_vs_retained_interest_critical,17
Random local-window selection,random-local-window-selection,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5,5,57,57,85539,103.36212086677551,0,7,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/17_sec_ex2111_scc_3_direct_mutex__random-local-window-selection.json,main20,11,small (9-11),sec_ex21,scc_3,sec_direct_full_consolidation_vs_retained_interest_critical,17
Full SA-MCGS (locked main),full-sa-mcgs-locked,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.5,5,,,,153.81014728546143,18,8,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/18_sec_ex2110_scc_7_direct_mutex__full-sa-mcgs-locked.json,main20,10,small (9-11),sec_ex21,scc_7,sec_direct_full_consolidation_vs_retained_interest_critical,18
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.7272727272727273,3,57,57,90714,105.72006011009216,19,0,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/18_sec_ex2110_scc_7_direct_mutex__no-critical-pair-ledger-revisit.json,main20,10,small (9-11),sec_ex21,scc_7,sec_direct_full_consolidation_vs_retained_interest_critical,18
No relation-first memory,no-relation-first-memory,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,60,60,91090,105.1191930770874,0,10,2,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/18_sec_ex2110_scc_7_direct_mutex__no-relation-first-memory.json,main20,10,small (9-11),sec_ex21,scc_7,sec_direct_full_consolidation_vs_retained_interest_critical,18
Random local-window selection,random-local-window-selection,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.5454545454545454,5,58,58,88926,110.18140578269958,0,20,2,16,31,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/18_sec_ex2110_scc_7_direct_mutex__random-local-window-selection.json,main20,10,small (9-11),sec_ex21,scc_7,sec_direct_full_consolidation_vs_retained_interest_critical,18
Full SA-MCGS (locked main),full-sa-mcgs-locked,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.4444444444444444,5,,,,320.4360809326172,18,13,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/19_bgb9_scc_7_direct_mutex__full-sa-mcgs-locked.json,main20,9,small (9-11),bgb,scc_7,bgb_direct_timely_cure_vs_extra_charge_critical,19
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,False,0.5555555555555556,4,60,60,205304,155.72449922561646,19,0,0,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/19_bgb9_scc_7_direct_mutex__no-critical-pair-ledger-revisit.json,main20,9,small (9-11),bgb,scc_7,bgb_direct_timely_cure_vs_extra_charge_critical,19
No relation-first memory,no-relation-first-memory,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,False,0.4444444444444444,5,59,59,198585,144.90878891944885,0,14,0,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/19_bgb9_scc_7_direct_mutex__no-relation-first-memory.json,main20,9,small (9-11),bgb,scc_7,bgb_direct_timely_cure_vs_extra_charge_critical,19
Random local-window selection,random-local-window-selection,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.4444444444444444,5,59,59,198738,145.52952194213867,0,14,3,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/19_bgb9_scc_7_direct_mutex__random-local-window-selection.json,main20,9,small (9-11),bgb,scc_7,bgb_direct_timely_cure_vs_extra_charge_critical,19
Full SA-MCGS (locked main),full-sa-mcgs-locked,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,9,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.4444444444444444,5,,,,144.61453700065613,18,9,1,2,17,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/20_sec_ex219_scc_5_direct_mutex__full-sa-mcgs-locked.json,main20,9,small (9-11),sec_ex21,scc_5,sec_direct_full_consolidation_vs_retained_interest_critical,20
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.7272727272727273,3,60,60,119970,144.74636125564575,19,0,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/20_sec_ex219_scc_5_direct_mutex__no-critical-pair-ledger-revisit.json,main20,9,small (9-11),sec_ex21,scc_5,sec_direct_full_consolidation_vs_retained_interest_critical,20
No relation-first memory,no-relation-first-memory,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,60,60,116028,113.806795835495,0,25,2,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/20_sec_ex219_scc_5_direct_mutex__no-relation-first-memory.json,main20,9,small (9-11),sec_ex21,scc_5,sec_direct_full_consolidation_vs_retained_interest_critical,20
Random local-window selection,random-local-window-selection,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,60,60,113933,134.37224292755127,0,30,3,2,30,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/20_sec_ex219_scc_5_direct_mutex__random-local-window-selection.json,main20,9,small (9-11),sec_ex21,scc_5,sec_direct_full_consolidation_vs_retained_interest_critical,20
Full SA-MCGS (locked main),full-sa-mcgs-locked,21_cuad34_scc_11_condition_trigger,21,cuad,scc_11,34,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5294117647058824,16,,,,270.9233169555664,18,13,22,8,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/21_cuad34_scc_11_condition_trigger__full-sa-mcgs-locked.json,long20,34,large (20-34),cuad,scc_11,cuad_condition_trigger_unconfirmed_exception_critical,21
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,21_cuad34_scc_11_condition_trigger,21,cuad,scc_11,34,cuad_condition_trigger_unconfirmed_exception_critical,False,True,False,False,0.9411764705882353,2,57,64,256746,336.65664291381836,19,0,0,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/21_cuad34_scc_11_condition_trigger__no-critical-pair-ledger-revisit.json,long20,34,large (20-34),cuad,scc_11,cuad_condition_trigger_unconfirmed_exception_critical,21
No relation-first memory,no-relation-first-memory,21_cuad34_scc_11_condition_trigger,21,cuad,scc_11,34,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5294117647058824,16,60,68,275515,330.9364449977875,0,22,22,7,22,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/21_cuad34_scc_11_condition_trigger__no-relation-first-memory.json,long20,34,large (20-34),cuad,scc_11,cuad_condition_trigger_unconfirmed_exception_critical,21
Random local-window selection,random-local-window-selection,21_cuad34_scc_11_condition_trigger,21,cuad,scc_11,34,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5294117647058824,16,60,69,275768,267.1777398586273,0,21,14,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/21_cuad34_scc_11_condition_trigger__random-local-window-selection.json,long20,34,large (20-34),cuad,scc_11,cuad_condition_trigger_unconfirmed_exception_critical,21
Full SA-MCGS (locked main),full-sa-mcgs-locked,22_cuad34_scc_11_handoff_invariant,22,cuad,scc_11,34,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5294117647058824,16,,,,333.6160891056061,18,12,21,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/22_cuad34_scc_11_handoff_invariant__full-sa-mcgs-locked.json,long20,34,large (20-34),cuad,scc_11,cuad_handoff_invariant_payment_status_critical,22
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,22_cuad34_scc_11_handoff_invariant,22,cuad,scc_11,34,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.8235294117647058,6,50,56,233729,264.1801919937134,19,0,0,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/22_cuad34_scc_11_handoff_invariant__no-critical-pair-ledger-revisit.json,long20,34,large (20-34),cuad,scc_11,cuad_handoff_invariant_payment_status_critical,22
No relation-first memory,no-relation-first-memory,22_cuad34_scc_11_handoff_invariant,22,cuad,scc_11,34,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5294117647058824,16,60,60,239648,245.10579586029053,0,23,20,5,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/22_cuad34_scc_11_handoff_invariant__no-relation-first-memory.json,long20,34,large (20-34),cuad,scc_11,cuad_handoff_invariant_payment_status_critical,22
Random local-window selection,random-local-window-selection,22_cuad34_scc_11_handoff_invariant,22,cuad,scc_11,34,cuad_handoff_invariant_payment_status_critical,False,True,False,False,0.5294117647058824,16,60,65,253093,244.88391995429993,0,19,22,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/22_cuad34_scc_11_handoff_invariant__random-local-window-selection.json,long20,34,large (20-34),cuad,scc_11,cuad_handoff_invariant_payment_status_critical,22
Full SA-MCGS (locked main),full-sa-mcgs-locked,23_cuad34_scc_11_temporal_gate,23,cuad,scc_11,34,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5294117647058824,16,,,,236.6475830078125,18,17,17,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/23_cuad34_scc_11_temporal_gate__full-sa-mcgs-locked.json,long20,34,large (20-34),cuad,scc_11,cuad_temporal_notice_receipt_gate_critical,23
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,23_cuad34_scc_11_temporal_gate,23,cuad,scc_11,34,cuad_temporal_notice_receipt_gate_critical,False,True,False,False,0.9117647058823529,3,57,62,256914,267.29895782470703,19,0,0,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/23_cuad34_scc_11_temporal_gate__no-critical-pair-ledger-revisit.json,long20,34,large (20-34),cuad,scc_11,cuad_temporal_notice_receipt_gate_critical,23
No relation-first memory,no-relation-first-memory,23_cuad34_scc_11_temporal_gate,23,cuad,scc_11,34,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.5294117647058824,16,60,67,264934,259.0502579212189,0,20,29,15,19,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/23_cuad34_scc_11_temporal_gate__no-relation-first-memory.json,long20,34,large (20-34),cuad,scc_11,cuad_temporal_notice_receipt_gate_critical,23
Random local-window selection,random-local-window-selection,23_cuad34_scc_11_temporal_gate,23,cuad,scc_11,34,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5294117647058824,16,60,68,260412,279.25759506225586,0,23,15,9,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/23_cuad34_scc_11_temporal_gate__random-local-window-selection.json,long20,34,large (20-34),cuad,scc_11,cuad_temporal_notice_receipt_gate_critical,23
Full SA-MCGS (locked main),full-sa-mcgs-locked,24_cuad28_scc_39_condition_trigger,24,cuad,scc_39,28,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.5357142857142857,13,,,,280.2105121612549,18,23,13,5,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/24_cuad28_scc_39_condition_trigger__full-sa-mcgs-locked.json,long20,28,large (20-34),cuad,scc_39,cuad_condition_trigger_unconfirmed_exception_critical,24
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,24_cuad28_scc_39_condition_trigger,24,cuad,scc_39,28,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.8214285714285714,5,60,63,236972,212.21522307395935,19,0,0,51,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/24_cuad28_scc_39_condition_trigger__no-critical-pair-ledger-revisit.json,long20,28,large (20-34),cuad,scc_39,cuad_condition_trigger_unconfirmed_exception_critical,24
No relation-first memory,no-relation-first-memory,24_cuad28_scc_39_condition_trigger,24,cuad,scc_39,28,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5357142857142857,13,60,62,223175,191.98853611946106,0,32,17,14,52,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/24_cuad28_scc_39_condition_trigger__no-relation-first-memory.json,long20,28,large (20-34),cuad,scc_39,cuad_condition_trigger_unconfirmed_exception_critical,24
Random local-window selection,random-local-window-selection,24_cuad28_scc_39_condition_trigger,24,cuad,scc_39,28,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.5357142857142857,13,60,63,226097,213.1567988395691,0,31,11,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/24_cuad28_scc_39_condition_trigger__random-local-window-selection.json,long20,28,large (20-34),cuad,scc_39,cuad_condition_trigger_unconfirmed_exception_critical,24
Full SA-MCGS (locked main),full-sa-mcgs-locked,25_cuad28_scc_39_handoff_invariant,25,cuad,scc_39,28,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5357142857142857,13,,,,270.2318608760834,18,22,18,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/25_cuad28_scc_39_handoff_invariant__full-sa-mcgs-locked.json,long20,28,large (20-34),cuad,scc_39,cuad_handoff_invariant_payment_status_critical,25
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,25_cuad28_scc_39_handoff_invariant,25,cuad,scc_39,28,cuad_handoff_invariant_payment_status_critical,False,False,False,False,0.8571428571428572,4,57,58,217049,180.65928196907043,19,0,0,,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/25_cuad28_scc_39_handoff_invariant__no-critical-pair-ledger-revisit.json,long20,28,large (20-34),cuad,scc_39,cuad_handoff_invariant_payment_status_critical,25
No relation-first memory,no-relation-first-memory,25_cuad28_scc_39_handoff_invariant,25,cuad,scc_39,28,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5357142857142857,13,60,63,231921,205.08716011047363,0,37,13,11,13,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/25_cuad28_scc_39_handoff_invariant__no-relation-first-memory.json,long20,28,large (20-34),cuad,scc_39,cuad_handoff_invariant_payment_status_critical,25
