variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.7272727272727273,3,44,44,100722,114.67960810661316,19,0,0,1,27,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/16_debian11_scc_23_direct_mutex__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5454545454545454,5,43,43,93035,111.50340127944946,0,9,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/16_debian11_scc_23_direct_mutex__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,16_debian11_scc_23_direct_mutex,16,debian,scc_23,11,debian_direct_legacy_vs_new_abi_critical,False,True,True,True,0.5454545454545454,5,52,52,117650,108.1952257156372,0,11,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/16_debian11_scc_23_direct_mutex__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,,,,173.62228989601135,18,12,2,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/17_sec_ex2111_scc_3_direct_mutex__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.7,3,60,60,90063,103.3325879573822,19,0,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/17_sec_ex2111_scc_3_direct_mutex__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5,5,57,57,85067,108.24103307723999,0,9,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/17_sec_ex2111_scc_3_direct_mutex__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,17_sec_ex2111_scc_3_direct_mutex,17,sec_ex21,scc_3,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5,5,57,57,85539,103.36212086677551,0,7,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/17_sec_ex2111_scc_3_direct_mutex__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,10,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.5,5,,,,153.81014728546143,18,8,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/18_sec_ex2110_scc_7_direct_mutex__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.7272727272727273,3,57,57,90714,105.72006011009216,19,0,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/18_sec_ex2110_scc_7_direct_mutex__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,60,60,91090,105.1191930770874,0,10,2,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/18_sec_ex2110_scc_7_direct_mutex__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,18_sec_ex2110_scc_7_direct_mutex,18,sec_ex21,scc_7,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,False,0.5454545454545454,5,58,58,88926,110.18140578269958,0,20,2,16,31,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/18_sec_ex2110_scc_7_direct_mutex__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.4444444444444444,5,,,,320.4360809326172,18,13,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/19_bgb9_scc_7_direct_mutex__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,False,0.5555555555555556,4,60,60,205304,155.72449922561646,19,0,0,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/19_bgb9_scc_7_direct_mutex__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,False,0.4444444444444444,5,59,59,198585,144.90878891944885,0,14,0,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/19_bgb9_scc_7_direct_mutex__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,19_bgb9_scc_7_direct_mutex,19,bgb,scc_7,9,bgb_direct_timely_cure_vs_extra_charge_critical,False,True,True,True,0.4444444444444444,5,59,59,198738,145.52952194213867,0,14,3,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/19_bgb9_scc_7_direct_mutex__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,9,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.4444444444444444,5,,,,144.61453700065613,18,9,1,2,17,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/20_sec_ex219_scc_5_direct_mutex__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.7272727272727273,3,60,60,119970,144.74636125564575,19,0,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/20_sec_ex219_scc_5_direct_mutex__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,60,60,116028,113.806795835495,0,25,2,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/20_sec_ex219_scc_5_direct_mutex__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,20_sec_ex219_scc_5_direct_mutex,20,sec_ex21,scc_5,11,sec_direct_full_consolidation_vs_retained_interest_critical,False,True,True,True,0.5454545454545454,5,60,60,113933,134.37224292755127,0,30,3,2,30,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_gpt4o_b60_ic4_cc4_20260711_main20/results/20_sec_ex219_scc_5_direct_mutex__random-local-window-selection.json
