variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file
Random local-window selection,random-local-window-selection,55_cuad12_scc_50_handoff_invariant,55,cuad,scc_50,12,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,6,60,62,231573,186.81255316734314,0,23,2,1,16,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/55_cuad12_scc_50_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,56_cuad12_scc_50_temporal_gate,56,cuad,scc_50,12,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,6,,,,296.7170157432556,18,18,3,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/56_cuad12_scc_50_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,56_cuad12_scc_50_temporal_gate,56,cuad,scc_50,12,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.75,3,60,70,288465,274.83123087882996,19,0,0,1,25,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/56_cuad12_scc_50_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,56_cuad12_scc_50_temporal_gate,56,cuad,scc_50,12,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,6,60,65,259503,299.43740797042847,0,18,3,1,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/56_cuad12_scc_50_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,56_cuad12_scc_50_temporal_gate,56,cuad,scc_50,12,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,6,60,60,217993,172.73688292503357,0,20,3,2,24,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/56_cuad12_scc_50_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,57_debian12_scc_8_condition_trigger,57,debian,scc_8,12,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5,6,,,,161.93305087089539,18,17,2,7,44,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/57_debian12_scc_8_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,57_debian12_scc_8_condition_trigger,57,debian,scc_8,12,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.75,3,59,59,145567,257.8881690502167,19,0,0,1,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/57_debian12_scc_8_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,57_debian12_scc_8_condition_trigger,57,debian,scc_8,12,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5,6,54,54,126619,110.77935481071472,0,17,5,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/57_debian12_scc_8_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,57_debian12_scc_8_condition_trigger,57,debian,scc_8,12,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5,6,55,55,130595,230.79438710212708,0,20,3,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/57_debian12_scc_8_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,58_debian12_scc_8_handoff_invariant,58,debian,scc_8,12,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5,6,,,,157.3218810558319,18,12,2,1,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/58_debian12_scc_8_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,58_debian12_scc_8_handoff_invariant,58,debian,scc_8,12,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.75,3,60,60,147211,218.8718559741974,19,0,0,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/58_debian12_scc_8_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,58_debian12_scc_8_handoff_invariant,58,debian,scc_8,12,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5,6,57,57,131681,230.48831701278687,0,10,3,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/58_debian12_scc_8_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,58_debian12_scc_8_handoff_invariant,58,debian,scc_8,12,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5,6,55,55,126936,114.80135083198547,0,13,5,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/58_debian12_scc_8_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,59_debian12_scc_8_temporal_gate,59,debian,scc_8,12,debian_temporal_receipt_gate_critical,False,True,True,True,0.5,6,,,,179.09507584571838,18,11,3,3,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/59_debian12_scc_8_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,59_debian12_scc_8_temporal_gate,59,debian,scc_8,12,debian_temporal_receipt_gate_critical,False,True,True,True,0.75,3,55,55,135746,120.14502501487732,19,0,0,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/59_debian12_scc_8_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,59_debian12_scc_8_temporal_gate,59,debian,scc_8,12,debian_temporal_receipt_gate_critical,False,True,True,True,0.5,6,57,57,137438,128.7756049633026,0,17,6,3,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/59_debian12_scc_8_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,59_debian12_scc_8_temporal_gate,59,debian,scc_8,12,debian_temporal_receipt_gate_critical,False,True,True,True,0.5,6,57,57,133281,136.21603298187256,0,17,2,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/59_debian12_scc_8_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,60_sec_ex2112_scc_2_condition_trigger,60,sec_ex21,scc_2,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,6,,,,188.22842502593994,18,20,0,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/60_sec_ex2112_scc_2_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,60_sec_ex2112_scc_2_condition_trigger,60,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.7272727272727273,3,60,60,122449,136.7795169353485,19,0,0,1,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/60_sec_ex2112_scc_2_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,60_sec_ex2112_scc_2_condition_trigger,60,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5454545454545454,5,60,60,119857,124.66057085990906,0,32,2,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/60_sec_ex2112_scc_2_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,60_sec_ex2112_scc_2_condition_trigger,60,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5454545454545454,5,60,61,120147,135.52849578857422,0,28,4,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/60_sec_ex2112_scc_2_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,61_sec_ex2112_scc_4_handoff_invariant,61,sec_ex21,scc_4,12,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,6,,,,194.88145780563354,18,16,2,4,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/61_sec_ex2112_scc_4_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,61_sec_ex2112_scc_4_handoff_invariant,61,sec_ex21,scc_4,12,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.8333333333333334,2,60,60,96406,108.98239016532898,19,0,0,4,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/61_sec_ex2112_scc_4_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,61_sec_ex2112_scc_4_handoff_invariant,61,sec_ex21,scc_4,12,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,6,59,59,95023,115.8185522556305,0,20,1,2,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/61_sec_ex2112_scc_4_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,61_sec_ex2112_scc_4_handoff_invariant,61,sec_ex21,scc_4,12,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,6,54,54,83567,114.81819987297058,0,22,0,4,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/61_sec_ex2112_scc_4_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,62_sec_ex2112_scc_4_temporal_gate,62,sec_ex21,scc_4,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,,,,206.4426670074463,18,18,1,4,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/62_sec_ex2112_scc_4_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,62_sec_ex2112_scc_4_temporal_gate,62,sec_ex21,scc_4,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.6666666666666667,4,60,60,101599,118.03956198692322,19,0,0,1,22,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/62_sec_ex2112_scc_4_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,62_sec_ex2112_scc_4_temporal_gate,62,sec_ex21,scc_4,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,60,60,96074,171.87331414222717,0,17,1,5,11,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/62_sec_ex2112_scc_4_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,62_sec_ex2112_scc_4_temporal_gate,62,sec_ex21,scc_4,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,57,57,87067,155.2453968524933,0,20,1,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/62_sec_ex2112_scc_4_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,63_bgb11_scc_0_condition_trigger,63,bgb,scc_0,11,bgb_condition_trigger_pending_notice_critical,False,True,True,True,0.5454545454545454,5,,,,215.94601607322693,18,20,3,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/63_bgb11_scc_0_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,63_bgb11_scc_0_condition_trigger,63,bgb,scc_0,11,bgb_condition_trigger_pending_notice_critical,False,True,False,False,0.7272727272727273,3,57,58,147111,161.25223803520203,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/63_bgb11_scc_0_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,63_bgb11_scc_0_condition_trigger,63,bgb,scc_0,11,bgb_condition_trigger_pending_notice_critical,False,False,True,False,0.5454545454545454,5,60,62,157407,161.15252304077148,0,21,4,4,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/63_bgb11_scc_0_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,63_bgb11_scc_0_condition_trigger,63,bgb,scc_0,11,bgb_condition_trigger_pending_notice_critical,False,True,True,False,0.5454545454545454,5,56,57,142234,150.17492413520813,0,19,2,2,26,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/63_bgb11_scc_0_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,64_bgb11_scc_0_handoff_invariant,64,bgb,scc_0,11,bgb_handoff_invariant_cure_class_critical,False,True,True,True,0.5454545454545454,5,,,,238.22163081169128,18,19,3,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/64_bgb11_scc_0_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,64_bgb11_scc_0_handoff_invariant,64,bgb,scc_0,11,bgb_handoff_invariant_cure_class_critical,False,False,True,False,0.6363636363636364,4,58,58,140213,137.56986021995544,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/64_bgb11_scc_0_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,64_bgb11_scc_0_handoff_invariant,64,bgb,scc_0,11,bgb_handoff_invariant_cure_class_critical,False,True,True,True,0.5454545454545454,5,56,56,135600,135.8745141029358,0,20,4,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/64_bgb11_scc_0_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,64_bgb11_scc_0_handoff_invariant,64,bgb,scc_0,11,bgb_handoff_invariant_cure_class_critical,False,False,True,True,0.5454545454545454,5,57,57,139807,132.14354729652405,0,20,4,7,32,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/64_bgb11_scc_0_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,65_bgb11_scc_0_temporal_gate,65,bgb,scc_0,11,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.5454545454545454,5,,,,217.12787127494812,18,21,3,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/65_bgb11_scc_0_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,65_bgb11_scc_0_temporal_gate,65,bgb,scc_0,11,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.5454545454545454,5,53,53,130453,210.31657791137695,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/65_bgb11_scc_0_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,65_bgb11_scc_0_temporal_gate,65,bgb,scc_0,11,bgb_temporal_grace_period_gate_critical,False,True,True,True,0.5454545454545454,5,57,57,142948,207.04356288909912,0,18,5,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/65_bgb11_scc_0_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,65_bgb11_scc_0_temporal_gate,65,bgb,scc_0,11,bgb_temporal_grace_period_gate_critical,False,True,True,False,0.5454545454545454,5,56,56,143165,204.60936188697815,0,20,3,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/65_bgb11_scc_0_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,66_debian11_scc_23_condition_trigger,66,debian,scc_23,11,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5454545454545454,5,,,,154.68285489082336,18,9,1,2,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/66_debian11_scc_23_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,66_debian11_scc_23_condition_trigger,66,debian,scc_23,11,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.6363636363636364,4,51,51,118115,111.5815761089325,19,0,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/66_debian11_scc_23_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,66_debian11_scc_23_condition_trigger,66,debian,scc_23,11,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5454545454545454,5,53,53,114893,128.40166306495667,0,11,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/66_debian11_scc_23_condition_trigger__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,66_debian11_scc_23_condition_trigger,66,debian,scc_23,11,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5454545454545454,5,49,49,106400,99.92826890945435,0,9,1,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/66_debian11_scc_23_condition_trigger__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,67_debian11_scc_23_handoff_invariant,67,debian,scc_23,11,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5454545454545454,5,,,,145.78968214988708,18,8,0,3,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/67_debian11_scc_23_handoff_invariant__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,67_debian11_scc_23_handoff_invariant,67,debian,scc_23,11,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.6363636363636364,4,52,52,122206,110.90242910385132,19,0,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/67_debian11_scc_23_handoff_invariant__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,67_debian11_scc_23_handoff_invariant,67,debian,scc_23,11,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5454545454545454,5,56,56,122990,103.06010270118713,0,10,1,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/67_debian11_scc_23_handoff_invariant__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,67_debian11_scc_23_handoff_invariant,67,debian,scc_23,11,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5454545454545454,5,56,56,121893,104.64701700210571,0,9,2,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/67_debian11_scc_23_handoff_invariant__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,68_debian11_scc_23_temporal_gate,68,debian,scc_23,11,debian_temporal_receipt_gate_critical,False,True,True,True,0.5454545454545454,5,,,,125.08899092674255,18,10,0,3,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/68_debian11_scc_23_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,68_debian11_scc_23_temporal_gate,68,debian,scc_23,11,debian_temporal_receipt_gate_critical,False,True,True,True,0.6363636363636364,4,54,54,123234,110.51913905143738,19,0,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/68_debian11_scc_23_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,68_debian11_scc_23_temporal_gate,68,debian,scc_23,11,debian_temporal_receipt_gate_critical,False,False,True,True,0.5454545454545454,5,43,43,92315,108.23169159889221,0,12,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/68_debian11_scc_23_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,68_debian11_scc_23_temporal_gate,68,debian,scc_23,11,debian_temporal_receipt_gate_critical,False,True,True,True,0.5454545454545454,5,49,49,107117,103.32052302360535,0,8,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/68_debian11_scc_23_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,69_sec_ex2111_scc_1_temporal_gate,69,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,,,,180.51474571228027,18,14,2,5,23,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/69_sec_ex2111_scc_1_temporal_gate__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,69_sec_ex2111_scc_1_temporal_gate,69,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.7272727272727273,3,56,56,83869,191.77143120765686,19,0,0,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/69_sec_ex2111_scc_1_temporal_gate__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,69_sec_ex2111_scc_1_temporal_gate,69,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.5454545454545454,5,55,56,85122,180.0576319694519,0,12,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/69_sec_ex2111_scc_1_temporal_gate__no-relation-first-memory.json
Random local-window selection,random-local-window-selection,69_sec_ex2111_scc_1_temporal_gate,69,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,51,51,72989,183.55758690834045,0,14,1,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/69_sec_ex2111_scc_1_temporal_gate__random-local-window-selection.json
Full SA-MCGS (locked main),full-sa-mcgs-locked,70_sec_ex2111_scc_4_condition_trigger,70,sec_ex21,scc_4,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5454545454545454,5,,,,141.51970195770264,18,15,3,3,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/70_sec_ex2111_scc_4_condition_trigger__full-sa-mcgs-locked.json
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,70_sec_ex2111_scc_4_condition_trigger,70,sec_ex21,scc_4,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.75,3,58,58,95093,121.36594915390015,19,0,0,5,18,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/70_sec_ex2111_scc_4_condition_trigger__no-critical-pair-ledger-revisit.json
No relation-first memory,no-relation-first-memory,70_sec_ex2111_scc_4_condition_trigger,70,sec_ex21,scc_4,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,6,60,60,99025,136.8910038471222,0,20,0,7,11,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/70_sec_ex2111_scc_4_condition_trigger__no-relation-first-memory.json
